respondent_id,survey_wave,city_tier,region,vehicle_type,vehicle_age_years,e20_factory_compatible,monthly_fuel_spend_inr,experienced_mileage_drop,mileage_drop_bucket,experienced_repair_wear_increase,govt_e20_handling_sentiment,wants_e0_e10_choice_back,prior_awareness_of_separator_devices,price_point_shown_inr,purchase_likelihood_1to5,nps_0to10,preferred_payment_mode,primary_motivator,household_income_bucket
R100445,Wave 2 - Jul 2026,Tier-2,South,Hatchback,3.2,Yes,5171,No,None noticed,Yes,Ineffective,No,Yes,5999,1,0,No-cost EMI (installments),Not sure / still skeptical,<₹3L
R100446,Wave 2 - Jul 2026,Tier-3,South,Two-wheeler,8.0,No,697,Yes,10-15%,Yes,Ineffective,Yes,No,4499,5,9,One-time payment,Save money long-term vs additives,₹10-20L
R100447,Wave 2 - Jul 2026,Tier-2,East,Two-wheeler,5.5,No,991,No,None noticed,No,Disastrous,No,No,3999,2,2,One-time payment,Restore lost mileage,₹6-10L
R100448,Wave 1 - Jul 2026,Metro,Central,Sedan,3.0,No,2447,No,None noticed,Yes,Positive,No,No,3999,2,3,No-cost EMI (installments),Environmental/fuel-quality concern,₹6-10L
R100449,Wave 2 - Jul 2026,Tier-2,East,Two-wheeler,7.2,No,1048,Yes,10-15%,Yes,Ineffective,No,No,4499,5,9,One-time payment,Save money long-term vs additives,₹3-6L
R100450,Wave 1 - Jul 2026,Metro,South,Two-wheeler,4.3,No,1991,No,None noticed,Yes,Ineffective,No,Yes,3999,5,8,No-cost EMI (installments),Save money long-term vs additives,₹10-20L
R100451,Wave 1 - Jul 2026,Tier-3,South,Two-wheeler,6.9,No,2207,Yes,15%+,Yes,Disastrous,Yes,No,3999,5,10,One-time payment,Protect engine/seals from damage,<₹3L
R100452,Wave 2 - Jul 2026,Tier-2,South,SUV,1.0,Yes,8739,No,None noticed,No,Positive,No,No,5999,1,1,One-time payment,Protect engine/seals from damage,₹6-10L
R100453,Wave 2 - Jul 2026,Metro,North,Two-wheeler,1.5,Yes,1150,No,None noticed,No,Positive,Yes,No,3999,1,0,One-time payment,Not sure / still skeptical,₹6-10L
R100454,Wave 2 - Jul 2026,Metro,Central,Sedan,3.8,No,5440,Yes,10-15%,No,Neutral/Mixed,No,No,5999,4,7,One-time payment,Restore lost mileage,₹3-6L
R100455,Wave 2 - Jul 2026,Metro,South,Commercial/Fleet,2.9,No,20952,Yes,10-15%,Yes,Disastrous,No,Yes,5999,5,8,No-cost EMI (installments),Restore lost mileage,₹6-10L
R100456,Wave 2 - Jul 2026,Tier-3,North,Sedan,3.2,No,3262,Yes,15%+,Yes,Disastrous,No,No,4499,3,4,Subscription (device+cartridges bundled),Restore lost mileage,₹6-10L
R100457,Wave 1 - Jul 2026,Tier-1,East,Two-wheeler,4.8,No,1176,Yes,10-15%,No,Positive,No,No,4499,3,7,No-cost EMI (installments),Protect engine/seals from damage,₹6-10L
R100458,Wave 2 - Jul 2026,Tier-2,South,Sedan,3.8,No,8130,Yes,10-15%,No,Ineffective,No,Yes,3999,4,7,No-cost EMI (installments),Protect engine/seals from damage,₹10-20L
R100459,Wave 1 - Jul 2026,Tier-2,North,Two-wheeler,5.8,No,990,Yes,10-15%,Yes,Disastrous,No,No,4499,3,4,No-cost EMI (installments),Environmental/fuel-quality concern,₹6-10L
R100460,Wave 1 - Jul 2026,Tier-2,North,Two-wheeler,5.7,No,1106,Yes,15%+,Yes,Ineffective,Yes,No,4499,3,5,No-cost EMI (installments),Protect engine/seals from damage,<₹3L
R100461,Wave 1 - Jul 2026,Metro,West,Hatchback,1.5,Yes,4216,No,None noticed,No,Neutral/Mixed,No,No,3999,2,3,No-cost EMI (installments),Not sure / still skeptical,₹3-6L
R100462,Wave 1 - Jul 2026,Tier-3,East,Two-wheeler,0.4,Yes,1511,No,None noticed,No,Neutral/Mixed,No,Yes,4499,2,1,No-cost EMI (installments),Environmental/fuel-quality concern,₹6-10L
R100463,Wave 2 - Jul 2026,Tier-1,North,Two-wheeler,1.5,Yes,1155,No,None noticed,No,Neutral/Mixed,No,No,3999,3,4,One-time payment,Save money long-term vs additives,₹3-6L
R100464,Wave 2 - Jul 2026,Tier-2,Central,Two-wheeler,1.4,Yes,1430,No,None noticed,No,Positive,No,No,3999,2,3,One-time payment,Protect engine/seals from damage,₹10-20L
R100465,Wave 1 - Jul 2026,Tier-2,East,Two-wheeler,3.4,Yes,1638,No,None noticed,Yes,Neutral/Mixed,No,No,4499,4,5,No-cost EMI (installments),Restore lost mileage,₹3-6L
R100466,Wave 2 - Jul 2026,Tier-2,East,Two-wheeler,3.4,Yes,2169,Yes,5-10%,No,Ineffective,No,No,4499,4,8,No-cost EMI (installments),Protect engine/seals from damage,₹3-6L
R100467,Wave 2 - Jul 2026,Tier-3,North,Hatchback,2.8,No,4052,Yes,10-15%,Yes,Disastrous,Yes,No,3999,5,7,One-time payment,Protect engine/seals from damage,₹3-6L
R100468,Wave 2 - Jul 2026,Metro,North,Commercial/Fleet,4.4,No,18286,No,None noticed,Yes,Ineffective,No,No,3999,5,9,Subscription (device+cartridges bundled),Restore lost mileage,₹10-20L
R100469,Wave 1 - Jul 2026,Tier-1,East,Two-wheeler,13.4,No,1999,Yes,10-15%,Yes,Ineffective,Yes,No,3999,5,7,One-time payment,Protect engine/seals from damage,₹6-10L
R100470,Wave 2 - Jul 2026,Tier-1,South,Hatchback,2.7,No,3554,Yes,10-15%,Yes,Disastrous,Yes,No,4499,5,8,No-cost EMI (installments),Restore lost mileage,₹6-10L
R100471,Wave 2 - Jul 2026,Tier-1,West,Two-wheeler,3.9,Yes,881,Yes,0-5%,Yes,Neutral/Mixed,No,No,4499,4,9,Subscription (device+cartridges bundled),Protect engine/seals from damage,₹3-6L
R100472,Wave 1 - Jul 2026,Metro,East,Two-wheeler,3.2,No,1498,Yes,10-15%,Yes,Disastrous,No,No,3999,4,8,One-time payment,Restore lost mileage,₹10-20L
R100473,Wave 1 - Jul 2026,Metro,North,Two-wheeler,2.1,Yes,1822,No,None noticed,Yes,Disastrous,Yes,No,4499,4,8,Subscription (device+cartridges bundled),Restore lost mileage,₹10-20L
R100474,Wave 1 - Jul 2026,Metro,East,Two-wheeler,4.8,No,1542,Yes,10-15%,Yes,Neutral/Mixed,No,No,5999,4,5,No-cost EMI (installments),Restore lost mileage,₹3-6L
R100475,Wave 1 - Jul 2026,Tier-1,Central,Two-wheeler,2.6,No,1362,Yes,10-15%,Yes,Neutral/Mixed,No,No,4499,5,8,No-cost EMI (installments),Save money long-term vs additives,₹10-20L
R100476,Wave 1 - Jul 2026,Tier-1,West,Two-wheeler,1.7,No,832,Yes,5-10%,No,Ineffective,No,Yes,4499,3,5,Subscription (device+cartridges bundled),Environmental/fuel-quality concern,₹10-20L
R100477,Wave 2 - Jul 2026,Tier-2,South,Two-wheeler,1.9,Yes,1377,No,None noticed,No,Ineffective,Yes,Yes,4499,2,3,No-cost EMI (installments),Restore lost mileage,₹3-6L
R100478,Wave 1 - Jul 2026,Tier-2,East,Hatchback,5.9,No,5650,Yes,10-15%,Yes,Disastrous,No,Yes,5999,5,8,No-cost EMI (installments),Restore lost mileage,₹3-6L
R100479,Wave 2 - Jul 2026,Tier-1,West,Two-wheeler,4.7,No,916,No,None noticed,Yes,Ineffective,No,No,5999,2,2,No-cost EMI (installments),Environmental/fuel-quality concern,₹6-10L
R100480,Wave 1 - Jul 2026,Tier-1,East,Two-wheeler,2.3,Yes,1304,No,None noticed,No,Neutral/Mixed,No,No,3999,2,1,One-time payment,Protect engine/seals from damage,₹6-10L
R100481,Wave 1 - Jul 2026,Metro,East,Two-wheeler,4.4,No,1248,No,None noticed,No,Ineffective,No,No,3999,4,9,One-time payment,Save money long-term vs additives,₹10-20L
R100482,Wave 2 - Jul 2026,Tier-2,East,Hatchback,3.2,No,3379,Yes,10-15%,No,Disastrous,Yes,No,3999,3,4,One-time payment,Protect engine/seals from damage,₹6-10L
R100483,Wave 2 - Jul 2026,Tier-1,South,Two-wheeler,3.9,Yes,1497,No,None noticed,No,Neutral/Mixed,No,No,5999,4,7,No-cost EMI (installments),Environmental/fuel-quality concern,₹3-6L
R100484,Wave 2 - Jul 2026,Metro,North,Hatchback,2.0,Yes,4721,Yes,5-10%,No,Ineffective,Yes,No,3999,4,7,No-cost EMI (installments),Restore lost mileage,₹3-6L
R100485,Wave 2 - Jul 2026,Tier-1,North,Two-wheeler,1.4,Yes,1570,No,None noticed,No,Neutral/Mixed,No,No,5999,2,4,Subscription (device+cartridges bundled),Not sure / still skeptical,₹6-10L
R100486,Wave 2 - Jul 2026,Tier-1,West,Two-wheeler,2.6,No,1017,No,None noticed,Yes,Ineffective,No,No,3999,3,3,Subscription (device+cartridges bundled),Environmental/fuel-quality concern,<₹3L
R100487,Wave 2 - Jul 2026,Metro,West,Commercial/Fleet,1.6,Yes,9974,No,None noticed,Yes,Ineffective,Yes,No,4499,5,10,One-time payment,Protect engine/seals from damage,₹3-6L
R100488,Wave 2 - Jul 2026,Tier-2,West,Two-wheeler,1.5,Yes,1503,Yes,0-5%,No,Disastrous,Yes,Yes,3999,4,5,No-cost EMI (installments),Environmental/fuel-quality concern,<₹3L
R100489,Wave 1 - Jul 2026,Tier-2,South,Two-wheeler,1.0,Yes,1202,No,None noticed,No,Positive,No,No,4499,3,6,No-cost EMI (installments),Protect engine/seals from damage,₹10-20L
R100490,Wave 1 - Jul 2026,Tier-2,East,Two-wheeler,0.4,Yes,2121,No,None noticed,Yes,Ineffective,Yes,No,4499,3,2,One-time payment,Restore lost mileage,<₹3L
R100491,Wave 2 - Jul 2026,Tier-2,Central,Commercial/Fleet,2.3,No,28262,No,None noticed,No,Neutral/Mixed,No,No,5999,4,7,No-cost EMI (installments),Protect engine/seals from damage,<₹3L
R100492,Wave 1 - Jul 2026,Tier-2,South,Hatchback,6.7,No,6541,No,None noticed,Yes,Ineffective,Yes,No,4499,5,10,One-time payment,Save money long-term vs additives,₹10-20L
R100493,Wave 1 - Jul 2026,Tier-1,West,Hatchback,5.6,No,3094,Yes,10-15%,No,Neutral/Mixed,No,Yes,4499,4,8,Subscription (device+cartridges bundled),Environmental/fuel-quality concern,<₹3L
R100494,Wave 1 - Jul 2026,Tier-2,West,Commercial/Fleet,8.8,No,21449,Yes,5-10%,Yes,Disastrous,Yes,No,5999,5,10,One-time payment,Protect engine/seals from damage,₹6-10L
R100495,Wave 2 - Jul 2026,Tier-1,West,Two-wheeler,1.5,Yes,1741,Yes,0-5%,No,Ineffective,No,No,5999,2,1,No-cost EMI (installments),Not sure / still skeptical,₹3-6L
R100496,Wave 1 - Jul 2026,Tier-1,North,Commercial/Fleet,5.0,No,22428,Yes,10-15%,No,Neutral/Mixed,No,No,5999,5,8,Subscription (device+cartridges bundled),Restore lost mileage,₹10-20L
R100497,Wave 2 - Jul 2026,Tier-2,East,Two-wheeler,3.0,No,1261,Yes,10-15%,Yes,Disastrous,Yes,No,5999,4,9,No-cost EMI (installments),Restore lost mileage,₹3-6L
R100498,Wave 2 - Jul 2026,Tier-1,Central,Hatchback,1.9,Yes,5704,No,None noticed,No,Neutral/Mixed,No,Yes,4499,5,10,One-time payment,Protect engine/seals from damage,<₹3L
R100499,Wave 2 - Jul 2026,Tier-1,West,Two-wheeler,6.2,No,1400,Yes,15%+,Yes,Disastrous,No,Yes,5999,5,10,One-time payment,Restore lost mileage,₹3-6L
R100500,Wave 1 - Jul 2026,Tier-2,Central,Two-wheeler,3.0,No,1450,Yes,10-15%,Yes,Positive,No,No,4499,4,7,Subscription (device+cartridges bundled),Restore lost mileage,>₹20L
R100501,Wave 2 - Jul 2026,Tier-3,Central,Commercial/Fleet,0.7,No,10534,No,None noticed,No,Positive,Yes,No,5999,3,4,One-time payment,Environmental/fuel-quality concern,₹10-20L
R100502,Wave 2 - Jul 2026,Tier-3,South,Two-wheeler,5.6,No,1653,Yes,5-10%,No,Disastrous,Yes,No,5999,5,10,One-time payment,Protect engine/seals from damage,₹3-6L
R100503,Wave 1 - Jul 2026,Tier-1,West,Commercial/Fleet,4.2,No,17151,Yes,10-15%,No,Neutral/Mixed,Yes,No,3999,3,5,Subscription (device+cartridges bundled),Save money long-term vs additives,₹3-6L
R100504,Wave 2 - Jul 2026,Tier-1,South,Two-wheeler,3.5,No,1582,Yes,10-15%,Yes,Ineffective,Yes,No,3999,5,9,No-cost EMI (installments),Restore lost mileage,₹3-6L
R100505,Wave 1 - Jul 2026,Tier-2,Central,Hatchback,1.2,Yes,4476,No,None noticed,No,Neutral/Mixed,Yes,No,5999,1,0,No-cost EMI (installments),Save money long-term vs additives,₹3-6L
R100506,Wave 2 - Jul 2026,Tier-1,North,Commercial/Fleet,3.8,No,19437,Yes,10-15%,Yes,Disastrous,No,No,5999,5,10,One-time payment,Protect engine/seals from damage,₹3-6L
R100507,Wave 2 - Jul 2026,Tier-3,South,Two-wheeler,8.0,No,1382,Yes,15%+,Yes,Disastrous,No,Yes,4499,5,10,No-cost EMI (installments),Save money long-term vs additives,₹10-20L
R100508,Wave 1 - Jul 2026,Tier-1,East,Commercial/Fleet,4.1,No,22575,Yes,10-15%,No,Ineffective,Yes,No,5999,5,8,No-cost EMI (installments),Restore lost mileage,<₹3L
R100509,Wave 2 - Jul 2026,Metro,South,Hatchback,0.9,No,3966,No,None noticed,No,Neutral/Mixed,Yes,No,4499,2,4,One-time payment,Not sure / still skeptical,₹10-20L
R100510,Wave 1 - Jul 2026,Metro,East,Sedan,4.3,No,3437,Yes,5-10%,No,Neutral/Mixed,No,No,4499,3,5,One-time payment,Environmental/fuel-quality concern,<₹3L
R100511,Wave 2 - Jul 2026,Tier-3,South,Two-wheeler,4.1,No,1623,Yes,5-10%,No,Disastrous,No,Yes,4499,3,5,One-time payment,Environmental/fuel-quality concern,₹10-20L
R100512,Wave 2 - Jul 2026,Metro,Central,Hatchback,5.3,No,3249,Yes,10-15%,Yes,Ineffective,No,No,3999,5,10,No-cost EMI (installments),Protect engine/seals from damage,₹6-10L
R100513,Wave 1 - Jul 2026,Tier-1,Central,Sedan,4.0,Yes,3649,No,None noticed,Yes,Disastrous,Yes,No,4499,5,10,One-time payment,Restore lost mileage,<₹3L
R100514,Wave 2 - Jul 2026,Tier-1,South,Two-wheeler,1.5,No,999,No,None noticed,No,Neutral/Mixed,Yes,No,5999,1,0,Subscription (device+cartridges bundled),Not sure / still skeptical,₹10-20L
R100515,Wave 2 - Jul 2026,Metro,East,Two-wheeler,3.4,No,1511,No,None noticed,No,Disastrous,Yes,No,3999,5,9,One-time payment,Protect engine/seals from damage,₹3-6L
R100516,Wave 1 - Jul 2026,Tier-1,South,Two-wheeler,2.7,Yes,1362,No,None noticed,No,Neutral/Mixed,No,No,5999,3,7,One-time payment,Restore lost mileage,₹10-20L
R100517,Wave 2 - Jul 2026,Tier-2,West,SUV,3.7,No,3303,Yes,10-15%,No,Disastrous,No,No,5999,5,8,Subscription (device+cartridges bundled),Restore lost mileage,₹10-20L
R100518,Wave 1 - Jul 2026,Metro,West,Two-wheeler,6.3,No,1250,No,None noticed,Yes,Ineffective,Yes,No,3999,5,10,Subscription (device+cartridges bundled),Protect engine/seals from damage,>₹20L
R100519,Wave 1 - Jul 2026,Tier-3,East,Sedan,2.0,Yes,7699,Yes,0-5%,No,Disastrous,No,No,5999,4,7,No-cost EMI (installments),Protect engine/seals from damage,₹10-20L
R100520,Wave 1 - Jul 2026,Tier-3,North,Commercial/Fleet,9.6,No,16162,Yes,10-15%,No,Neutral/Mixed,No,No,5999,5,10,Subscription (device+cartridges bundled),Save money long-term vs additives,₹3-6L
R100521,Wave 1 - Jul 2026,Tier-1,North,Two-wheeler,4.3,No,1335,Yes,10-15%,No,Disastrous,No,No,4499,5,10,One-time payment,Restore lost mileage,₹6-10L
R100522,Wave 1 - Jul 2026,Metro,West,Two-wheeler,5.6,No,1809,Yes,10-15%,Yes,Ineffective,Yes,No,3999,5,9,One-time payment,Restore lost mileage,₹6-10L
R100523,Wave 1 - Jul 2026,Tier-2,West,Sedan,5.1,No,7092,Yes,5-10%,Yes,Ineffective,No,No,3999,5,10,One-time payment,Environmental/fuel-quality concern,₹3-6L
R100524,Wave 2 - Jul 2026,Metro,South,Two-wheeler,4.2,No,1801,Yes,10-15%,No,Disastrous,No,No,4499,4,7,No-cost EMI (installments),Restore lost mileage,₹6-10L
R100525,Wave 1 - Jul 2026,Tier-1,North,Hatchback,4.7,No,939,Yes,15%+,No,Disastrous,No,Yes,3999,5,8,No-cost EMI (installments),Restore lost mileage,₹3-6L
R100526,Wave 2 - Jul 2026,Tier-3,South,Sedan,0.3,Yes,8615,No,None noticed,Yes,Ineffective,Yes,No,3999,5,10,No-cost EMI (installments),Save money long-term vs additives,₹6-10L
R100527,Wave 1 - Jul 2026,Tier-3,East,Hatchback,5.1,Yes,4948,Yes,5-10%,No,Ineffective,No,No,5999,3,6,One-time payment,Not sure / still skeptical,₹3-6L
R100528,Wave 1 - Jul 2026,Tier-2,North,Two-wheeler,1.6,Yes,2365,No,None noticed,No,Positive,No,No,5999,1,0,No-cost EMI (installments),Not sure / still skeptical,<₹3L
R100529,Wave 2 - Jul 2026,Tier-1,South,Sedan,3.1,Yes,4530,Yes,0-5%,Yes,Disastrous,No,No,5999,5,10,Subscription (device+cartridges bundled),Restore lost mileage,>₹20L
R100530,Wave 1 - Jul 2026,Tier-2,Central,Hatchback,4.1,No,2126,Yes,10-15%,Yes,Ineffective,No,No,5999,3,4,No-cost EMI (installments),Save money long-term vs additives,₹10-20L
R100531,Wave 1 - Jul 2026,Tier-2,North,Two-wheeler,6.5,No,1403,No,None noticed,Yes,Neutral/Mixed,No,No,3999,2,2,One-time payment,Not sure / still skeptical,₹3-6L
R100532,Wave 2 - Jul 2026,Tier-1,East,Hatchback,1.6,Yes,3876,No,None noticed,No,Neutral/Mixed,No,No,3999,1,0,One-time payment,Not sure / still skeptical,₹3-6L
R100533,Wave 1 - Jul 2026,Tier-2,South,SUV,2.3,Yes,9701,Yes,0-5%,No,Ineffective,No,No,4499,4,8,One-time payment,Restore lost mileage,₹10-20L
R100534,Wave 1 - Jul 2026,Metro,East,Sedan,2.6,Yes,7546,No,None noticed,Yes,Positive,Yes,No,4499,5,9,No-cost EMI (installments),Save money long-term vs additives,₹3-6L
R100535,Wave 2 - Jul 2026,Metro,East,Hatchback,3.7,No,4097,Yes,5-10%,Yes,Disastrous,No,No,3999,5,10,One-time payment,Protect engine/seals from damage,₹6-10L
R100536,Wave 1 - Jul 2026,Tier-1,Central,Two-wheeler,2.7,No,1306,Yes,10-15%,Yes,Ineffective,Yes,No,5999,4,8,No-cost EMI (installments),Restore lost mileage,₹10-20L
R100537,Wave 2 - Jul 2026,Metro,North,Two-wheeler,4.7,No,1605,No,None noticed,Yes,Disastrous,No,No,3999,5,9,One-time payment,Restore lost mileage,₹3-6L
R100538,Wave 1 - Jul 2026,Metro,West,Two-wheeler,0.7,No,1300,Yes,5-10%,Yes,Ineffective,No,No,4499,5,10,No-cost EMI (installments),Restore lost mileage,₹3-6L
R100539,Wave 1 - Jul 2026,Tier-3,East,Two-wheeler,2.9,No,1267,Yes,10-15%,No,Positive,Yes,No,4499,2,1,One-time payment,Not sure / still skeptical,<₹3L
R100540,Wave 1 - Jul 2026,Tier-3,South,Commercial/Fleet,8.5,No,23872,Yes,10-15%,No,Neutral/Mixed,Yes,No,4499,5,7,One-time payment,Restore lost mileage,₹3-6L
R100541,Wave 1 - Jul 2026,Tier-2,North,Two-wheeler,2.7,No,1894,Yes,5-10%,No,Disastrous,Yes,No,3999,5,10,One-time payment,Protect engine/seals from damage,₹6-10L
R100542,Wave 2 - Jul 2026,Tier-3,North,SUV,4.3,No,10689,Yes,10-15%,Yes,Ineffective,Yes,No,3999,5,6,No-cost EMI (installments),Restore lost mileage,₹3-6L
R100543,Wave 2 - Jul 2026,Tier-3,Central,Two-wheeler,5.9,No,1334,Yes,15%+,No,Disastrous,Yes,No,5999,3,7,No-cost EMI (installments),Environmental/fuel-quality concern,>₹20L
R100544,Wave 2 - Jul 2026,Metro,West,Two-wheeler,4.2,No,561,Yes,10-15%,Yes,Ineffective,Yes,No,5999,4,7,One-time payment,Protect engine/seals from damage,₹10-20L
R100545,Wave 1 - Jul 2026,Tier-1,West,Two-wheeler,10.2,No,1342,No,None noticed,Yes,Ineffective,No,Yes,4499,2,0,No-cost EMI (installments),Not sure / still skeptical,₹3-6L
R100546,Wave 2 - Jul 2026,Tier-1,East,Two-wheeler,3.4,No,1103,Yes,10-15%,Yes,Ineffective,No,Yes,3999,5,8,No-cost EMI (installments),Protect engine/seals from damage,₹6-10L
R100547,Wave 2 - Jul 2026,Metro,West,SUV,4.9,No,7902,Yes,10-15%,Yes,Disastrous,Yes,No,4499,5,7,No-cost EMI (installments),Save money long-term vs additives,₹3-6L
R100548,Wave 1 - Jul 2026,Tier-2,South,Commercial/Fleet,3.8,No,15024,No,None noticed,No,Disastrous,Yes,Yes,3999,5,10,No-cost EMI (installments),Protect engine/seals from damage,₹3-6L
R100549,Wave 1 - Jul 2026,Tier-1,South,SUV,7.5,No,8152,Yes,10-15%,Yes,Disastrous,Yes,No,3999,5,7,Subscription (device+cartridges bundled),Protect engine/seals from damage,₹6-10L
R100550,Wave 1 - Jul 2026,Tier-1,West,Two-wheeler,2.4,Yes,993,No,None noticed,No,Disastrous,No,No,3999,5,10,One-time payment,Environmental/fuel-quality concern,<₹3L
R100551,Wave 1 - Jul 2026,Metro,North,Sedan,10.7,No,3720,Yes,15%+,No,Ineffective,No,No,3999,5,9,One-time payment,Protect engine/seals from damage,₹3-6L
R100552,Wave 1 - Jul 2026,Metro,Central,Two-wheeler,2.0,Yes,1879,Yes,0-5%,No,Neutral/Mixed,No,No,3999,4,6,One-time payment,Environmental/fuel-quality concern,₹3-6L
R100553,Wave 1 - Jul 2026,Tier-3,East,Commercial/Fleet,9.1,No,13477,Yes,10-15%,Yes,Ineffective,Yes,Yes,3999,5,10,No-cost EMI (installments),Restore lost mileage,₹3-6L
R100554,Wave 2 - Jul 2026,Metro,South,Hatchback,1.5,Yes,4200,No,None noticed,No,Positive,No,No,5999,1,1,One-time payment,Not sure / still skeptical,₹6-10L
R100555,Wave 1 - Jul 2026,Metro,West,Two-wheeler,5.0,Yes,1774,Yes,0-5%,No,Neutral/Mixed,Yes,No,4499,3,6,No-cost EMI (installments),Not sure / still skeptical,>₹20L
R100556,Wave 1 - Jul 2026,Tier-1,North,Two-wheeler,3.2,No,1758,Yes,10-15%,No,Disastrous,No,No,4499,4,6,One-time payment,Environmental/fuel-quality concern,₹6-10L
R100557,Wave 2 - Jul 2026,Tier-1,Central,Two-wheeler,5.8,No,1712,Yes,15%+,Yes,Disastrous,No,No,3999,5,9,No-cost EMI (installments),Protect engine/seals from damage,>₹20L
R100558,Wave 1 - Jul 2026,Tier-2,Central,Two-wheeler,4.4,No,1519,No,None noticed,Yes,Ineffective,Yes,Yes,5999,4,6,No-cost EMI (installments),Protect engine/seals from damage,₹6-10L
R100559,Wave 1 - Jul 2026,Tier-1,Central,Commercial/Fleet,5.6,No,22250,Yes,10-15%,Yes,Disastrous,No,No,3999,5,9,One-time payment,Save money long-term vs additives,₹3-6L
R100560,Wave 1 - Jul 2026,Metro,South,SUV,1.4,Yes,11353,No,None noticed,No,Neutral/Mixed,No,Yes,3999,4,6,Subscription (device+cartridges bundled),Restore lost mileage,₹10-20L
R100561,Wave 2 - Jul 2026,Metro,North,Commercial/Fleet,0.8,Yes,20702,No,None noticed,No,Positive,No,Yes,4499,5,9,No-cost EMI (installments),Environmental/fuel-quality concern,<₹3L
R100562,Wave 1 - Jul 2026,Tier-3,North,Two-wheeler,1.2,Yes,680,No,None noticed,No,Neutral/Mixed,No,No,5999,2,2,No-cost EMI (installments),Protect engine/seals from damage,<₹3L
R100563,Wave 2 - Jul 2026,Tier-2,North,Hatchback,1.2,Yes,3578,No,None noticed,No,Positive,No,No,5999,3,5,Subscription (device+cartridges bundled),Restore lost mileage,>₹20L
R100564,Wave 2 - Jul 2026,Tier-2,North,Two-wheeler,1.4,Yes,1673,No,None noticed,Yes,Disastrous,Yes,No,4499,4,7,No-cost EMI (installments),Save money long-term vs additives,₹6-10L
R100565,Wave 2 - Jul 2026,Tier-2,North,Hatchback,2.1,No,3463,Yes,10-15%,No,Neutral/Mixed,No,No,4499,1,1,One-time payment,Environmental/fuel-quality concern,>₹20L
R100566,Wave 2 - Jul 2026,Tier-2,Central,Two-wheeler,2.1,Yes,2035,No,None noticed,No,Ineffective,No,No,3999,3,4,No-cost EMI (installments),Protect engine/seals from damage,₹3-6L
R100567,Wave 2 - Jul 2026,Metro,North,Two-wheeler,3.3,No,1375,Yes,10-15%,Yes,Neutral/Mixed,No,No,4499,3,4,No-cost EMI (installments),Protect engine/seals from damage,₹10-20L
R100568,Wave 2 - Jul 2026,Tier-1,North,Hatchback,1.7,No,4300,No,None noticed,No,Ineffective,Yes,No,4499,3,5,No-cost EMI (installments),Not sure / still skeptical,₹3-6L
R100569,Wave 1 - Jul 2026,Tier-1,East,Two-wheeler,1.8,Yes,1841,Yes,0-5%,No,Ineffective,Yes,No,3999,3,3,Subscription (device+cartridges bundled),Save money long-term vs additives,₹3-6L
R100570,Wave 1 - Jul 2026,Tier-1,West,Hatchback,2.8,No,3985,No,None noticed,No,Neutral/Mixed,No,No,3999,3,5,One-time payment,Not sure / still skeptical,₹10-20L
R100571,Wave 1 - Jul 2026,Tier-3,East,Sedan,6.3,No,6086,Yes,10-15%,Yes,Disastrous,No,No,5999,5,9,One-time payment,Restore lost mileage,₹6-10L
R100572,Wave 1 - Jul 2026,Tier-1,West,Two-wheeler,2.4,Yes,1752,No,None noticed,No,Neutral/Mixed,No,No,3999,4,7,One-time payment,Protect engine/seals from damage,₹6-10L
R100573,Wave 1 - Jul 2026,Tier-2,Central,Commercial/Fleet,3.1,Yes,10874,No,None noticed,No,Ineffective,Yes,No,3999,5,9,No-cost EMI (installments),Restore lost mileage,₹10-20L
R100574,Wave 2 - Jul 2026,Tier-3,West,Hatchback,3.5,Yes,3864,Yes,0-5%,No,Ineffective,Yes,No,5999,1,2,No-cost EMI (installments),Environmental/fuel-quality concern,₹10-20L
